Zona;Factura;Fecha;Cod;Cliente;Código;Producto;Cant;Costo unitario;Valor bruto;Descuento;Valor a pagar
10;25884;29/03/2005;11104;CODISA;KA708251FPE;NOVOKOR FAN. PERAL D/D -A- 25;3;82,10;246,29;22,82;223,47
10;26409;22/04/2005;11104;CODISA;MAL60818;"MDF ""A"" 6X8X18 LIVIANO";70;1666,02;116621,18;219,03;116402,15
10;26396;22/04/2005;11104;CODISA;MAL60838;"MDF ""A"" 6X8X38 LIVIANO";3;140,62;421,85;21,22;400,63
10;26409;22/04/2005;11104;CODISA;MAL60838;"MDF ""A"" 6X8X38 LIVIANO";10;468,73;4687,28;70,74;4616,54
10;23406;11/04/2005;11104;CODISA;MAL70805;"MDF ""A"" 7X8X5.5 LIVIANO";87;812,65;70700,29;117,97;70582,32
10;26223;14/04/2005;11104;CODISA;MAL70809;"MDF ""A"" 7X8X09 LIVIANO";55;784,71;43158,95;127,16;43031,79
10;26223;14/04/2005;11104;CODISA;MAL70812;"MDF ""A"" 7X8X12 LIVIANO";42;764,38;32103,78;123,44;31980,34
10;26347;20/04/2005;11104;CODISA;MAL70812;"MDF ""A"" 7X8X12 LIVIANO";168;3057,50;513660,43;493,75;513166,68
10;26129;8/04/2005;11104;CODISA;MAL70815;"MDF ""A"" 7X8X15 LIVIANO";68;1496,32;101749,78;242,28;101507,50
10;26347;20/04/2005;11104;CODISA;MAL70815;"MDF ""A"" 7X8X15 LIVIANO";170;3740,80;635936,12;605,71;635330,41
10;26129;8/04/2005;11104;CODISA;MAL70818;"MDF ""A"" 7X8X18 LIVIANO";84;2219,54;186441,39;358,76;186082,63
10;26347;20/04/2005;11104;CODISA;MAL70818;"MDF ""A"" 7X8X18 LIVIANO";140;3699,23;517892,76;597,94;517294,82
10;26320;19/04/2005;11104;CODISA;NAC30804;NOVOPLY RAYADO CUADROS -A- 4mm;300;534,41;160322,40;154,14;160168,26
10;26320;19/04/2005;11104;CODISA;NAL40704;"NOVOPLY ""A"" 4x07x04";400;890,69;356275,20;238,00;356037,20
10;26117;8/04/2005;11104;CODISA;NAL40706;"NOVOPLY ""A"" 4x07x06";100;408,52;40851,90;73,08;40778,82
10;26320;19/04/2005;11104;CODISA;NAL40709;"NOVOPLY ""A"" 4x07x09";50;183,20;9159,75;48,23;9111,52
10;26396;22/04/2005;11104;CODISA;NAL40709;"NOVOPLY ""A"" 4x07x09";84;307,77;25852,48;81,03;25771,45
10;26117;8/04/2005;11104;CODISA;NAL40709;"NOVOPLY ""A"" 4x07x09";100;536,05;53604,70;96,46;53508,24
10;26118;8/04/2005;11104;CODISA;NAL40712;"NOVOPLY ""A"" 4x07x12";2;13,22;26,44;2,31;24,14
10;26399;22/04/2005;11104;CODISA;NAL40712;"NOVOPLY ""A"" 4x07x12";60;272,44;16346,38;69,22;16277,16
10;26117;8/04/2005;11104;CODISA;NAL40712;"NOVOPLY ""A"" 4x07x12";100;661,07;66107,20;115,36;65991,84
10;26399;22/04/2005;11104;CODISA;NAL40715;"NOVOPLY ""A"" 4x07x15";100;540,86;54085,80;143,22;53942,58
10;26320;19/04/2005;11104;CODISA;NAL70812;"NOVOPLY ""A"" 7x08x12";40;363,25;14530,18;92,40;14437,78
10;26226;14/04/2005;11104;CODISA;NAL70812;"NOVOPLY ""A"" 7x08x12";70;635,70;44498,66;161,70;44336,96
10;26320;19/04/2005;11104;CODISA;NAL70815;"NOVOPLY ""A"" 7x08x15";20;216,34;4326,89;57,26;4269,63
10;25993;4/04/2005;13101;DISTABLASA;0104020040;FILO NEGRO PVC 22mm;10800;628,56;6788448,00;118,80;6788329,20
10;25993;4/04/2005;13101;DISTABLASA;0104020041;FILO BLAN. MARQ. PVC 22mm;4000;252,48;1009920,00;44,00;1009876,00
10;26232;14/08/2005;13101;DISTABLASA;0104020041;FILO BLAN. MARQ. PVC 22mm;15000;946,80;14202000,00;165,00;14201835,00
10;25993;4/08/2005;13101;DISTABLASA;0104020057;FILO NOGAL PVC 22 mm.;1200;108,44;130132,80;15,60;130117,20
10;25993;4/08/2005;13101;DISTABLASA;0104020058;FILO HAYA PVC 22 mm.;10800;964,22;10413619,20;140,40;10413478,80
10;26232;14/08/2005;13101;DISTABLASA;0104020075;FILO SAPELLY PVC 22 mm.;3600;309,02;1112486,40;46,80;1112439,60
10;26375;21/08/2005;13101;DISTABLASA;0104020075;FILO SAPELLY PVC 22 mm.;4800;412,03;1977753,60;62,40;1977691,20
10;25993;4/08/2005;13101;DISTABLASA;0104020075;FILO SAPELLY PVC 22 mm.;6000;515,04;3090240,00;78,00;3090162,00
10;26232;14/08/2005;13101;DISTABLASA;0104020077;FILO SAPELLY PVC 22 mm/ 2mm.;924;245,52;226856,82;37,98;226818,84
10;26058;6/08/2005;13101;DISTABLASA;0104020077;FILO SAPELLY PVC 22 mm/ 2mm.;2233;593,33;1324906,85;91,78;1324815,07
10;25993;4/08/2005;13101;DISTABLASA;0104020082;FILO MAPLE PVC 22 mm/0.45mm.;1200;106,07;127281,60;15,60;127266,00
10;26232;14/08/2005;13101;DISTABLASA;0104020084;FILO GRAFITO PVC 22 mm/0.45mm.;1200;104,95;125942,40;15,60;125926,80
10;26375;21/08/2005;13101;DISTABLASA;0104020084;FILO GRAFITO PVC 22 mm/0.45mm.;1200;104,95;125942,40;15,60;125926,80
10;26045;6/08/2005;13101;DISTABLASA;0104020089;FILO HAYA PVC 22 mm/2mm..;150;41,00;6150,60;6,17;6144,44
10;26232;14/08/2005;13101;DISTABLASA;0104020089;FILO HAYA PVC 22 mm/2mm..;3000;820,08;2460240,00;123,30;2460116,70
10;26097;7/08/2005;13101;DISTABLASA;0104020093;FILO ALMENDRA PVC 22mm X 2 mm;150;78,11;11716,88;6,17;11710,71
10;26374;21/08/2005;13101;DISTABLASA;0104020095;FILO MAPLE PVC 22 X 2 MM;1050;270,99;284544,23;43,16;284501,07
10;26097;7/08/2005;13101;DISTABLASA;0104020111;FILO PVC. CHAMPAN.22X2 MM;150;26,84;4025,48;6,17;4019,31
10;26374;21/08/2005;13101;DISTABLASA;0104020113;FILO PERAL PVC 22MM X 0.45;1200;288,00;345600,00;15,60;345584,40
10;25953;1/08/2005;13101;DISTABLASA;0801010002;PISO NOVOPARQUET BEECH;2;35,98;71,97;6,32;65,65
10;25953;1/08/2005;13101;DISTABLASA;0801010002;PISO NOVOPARQUET BEECH;2;35,98;71,97;6,32;65,65
10;25914;30/03/2005;13101;DISTABLASA;0801010002;PISO NOVOPARQUET BEECH;11;197,92;2177,08;34,77;2142,31
10;25955;1/08/2005;13101;DISTABLASA;0801010009;BARREDERA REDUCTOR BEECH;2;24,29;48,59;4,70;43,89
10;26380;21/08/2005;13101;DISTABLASA;FA708061FHA;NOVOFOIL FAN. HAYA. D/D -A- 06;10;154,68;1546,78;72,26;1474,52
10;26415;22/08/2005;13101;DISTABLASA;FA708061FHA;NOVOFOIL FAN. HAYA. D/D -A- 06;10;154,68;1546,78;72,26;1474,52
10;26246;14/08/2005;13101;DISTABLASA;FA708061FHA;NOVOFOIL FAN. HAYA. D/D -A- 06;20;309,36;6187,10;144,52;6042,58
10;26378;21/08/2005;13101;DISTABLASA;FA708061FHA;NOVOFOIL FAN. HAYA. D/D -A- 06;30;464,03;13920,98;216,78;13704,20
10;25999;4/08/2005;13101;DISTABLASA;FA708063FHA;NOVOFOIL FAN. HAYA D/ -A- 06;9;100,51;904,59;48,83;855,76
10;26246;14/08/2005;13101;DISTABLASA;FA708063FHA;NOVOFOIL FAN. HAYA D/ -A- 06;9;100,51;904,59;48,83;855,76
10;26415;22/08/2005;13101;DISTABLASA;FA708063FHA;NOVOFOIL FAN. HAYA D/ -A- 06;10;111,68;1116,78;54,26;1062,52
10;26378;21/08/2005;13101;DISTABLASA;FA708063FHA;NOVOFOIL FAN. HAYA D/ -A- 06;30;335,03;10051,03;162,78;9888,25
10;26382;21/08/2005;13101;DISTABLASA;FA708063FNE;NOVOFOIL FAN. NEGRO D/ -A- 06;3;30,51;91,53;15,74;75,79
10;26381;21/08/2005;13101;DISTABLASA;FA708063FNE;NOVOFOIL FAN. NEGRO D/ -A- 06;7;71,19;498,35;36,74;461,61
10;26299;18/08/2005;13101;DISTABLASA;FA708063FNE;NOVOFOIL FAN. NEGRO D/ -A- 06;17;172,90;2939,22;89,22;2850,01
10;26378;21/08/2005;13101;DISTABLASA;FA708063FNE;NOVOFOIL FAN. NEGRO D/ -A- 06;30;305,11;9153,29;157,44;8995,85
10;26382;21/08/2005;13101;DISTABLASA;FA708063FSA;NOVOFOIL FAN. SAPELL D/ -A- 06;3;36,96;110,87;16,28;94,59
10;25894;29/03/2005;13101;DISTABLASA;FA708063FSA;NOVOFOIL FAN. SAPELL D/ -A- 06;20;246,38;4927,51;108,52;4818,99
10;26299;18/08/2005;13101;DISTABLASA;FA708063FSA;NOVOFOIL FAN. SAPELL D/ -A- 06;27;332,61;8980,39;146,50;8833,89
10;25999;4/08/2005;13101;DISTABLASA;FA708091FNN;NOVOFOIL FAN. NOGALN D/D -A-;10;168,04;1680,44;60,00;1620,44
10;26301;18/08/2005;13101;DISTABLASA;FA708091FSA;NOVOFOIL FAN. SAPEL D/D -A- 09;20;391,42;7828,34;152,72;7675,62
10;25999;4/08/2005;13101;DISTABLASA;FA708151FNN;NOVOFOIL FAN. NOGALN D/D -A-;5;101,33;506,63;36,04;470,59
10;25999;4/08/2005;13101;DISTABLASA;FA708151FSA;NOVOFOIL FAN. SAPEL D/D -A- 15;10;230,32;2303,18;85,54;2217,64
10;26378;21/08/2005;13101;DISTABLASA;FA708191FCE;NOVOFOIL FAN. CEREZ D/D -A- 19;5;114,21;571,04;42,18;528,86
10;26027;5/04/2005;13101;DISTABLASA;FA708191FNN;NOVOFOIL FAN. NOGALN D/D -A-;31;698,22;21644,89;262,51;21382,38
10;26416;22/04/2005;13101;DISTABLASA;FDA708102HA;FIBROPANEL -BC- 10MM HAYA;1;38,47;38,47;5,48;32,99
10;26419;22/04/2005;13101;DISTABLASA;FDA708102HA;FIBROPANEL -BC- 10MM HAYA;10;384,70;3847,03;54,79;3792,24
10;26106;7/04/2005;13101;DISTABLASA;FDA708161HA;FIBROPANEL -BB- 16MM HAYA;6;336,49;2018,94;46,92;1972,02
10;25895;29/03/2005;13101;DISTABLASA;FDA708162HA;FIBROPANEL -BC- 16MM HAYA;20;924,15;18483,02;130,46;18352,56
10;26419;22/04/2005;13101;DISTABLASA;FDA708162SA;FIBROPANEL -BC- 16MM SAPELLI;10;427,06;4270,62;60,06;4210,56
10;26302;18/04/2005;13101;DISTABLASA;FDA708164HA;FIBROPANEL -DM- 16MM HAYA;10;50,00;500,00;65,23;434,77
10;26302;18/04/2005;13101;DISTABLASA;FDA708164KO;FIBROPANEL -DM- 16MM KAOBA;10;295,43;2954,28;61,45;2892,83
10;26059;6/04/2005;13101;DISTABLASA;FDA708191HA;FIBROPANEL -BB- 19MM HAYA;10;605,00;6050,01;84,15;5965,86
10;25895;29/03/2005;13101;DISTABLASA;FDA708192ET;FIBROPANEL -BC- 19MM ETHIMOE;40;2091,18;83647,39;270,56;83376,83
10;26419;22/04/2005;13101;DISTABLASA;FDA708192HA;FIBROPANEL -BC- 19MM HAYA;10;506,26;5062,59;71,18;4991,41
10;26419;22/04/2005;13101;DISTABLASA;FDA708192SA;FIBROPANEL -BC- 19MM SAPELLI;10;529,24;5292,42;66,01;5226,41
10;26302;18/04/2005;13101;DISTABLASA;FDA708194HA;FIBROPANEL -DM- 19MM HAYA;10;50,00;500,00;71,18;428,82
10;26302;18/04/2005;13101;DISTABLASA;FDA708194KO;FIBROPANEL -DM- 19MM KAOBA;10;50,00;500,00;67,39;432,61
10;26006;4/04/2005;13101;DISTABLASA;H.001.25.413;INSERTO D.TALAD.MINIFIX16-23MM;1;67,71;67,71;9,71;58,00
10;26006;4/04/2005;13101;DISTABLASA;H.001.28.750;MANDRIL DE BROCA D=10-20 mm.;1;16,39;16,39;2,54;13,84
10;25996;4/04/2005;13101;DISTABLASA;H.015.31.826;TORN.HOSPA CA.AV.4.0x15BISAGRA;20000;64,20;1284000,00;12,00;1283988,00
10;26373;21/04/2005;13101;DISTABLASA;H.015.31.826;TORN.HOSPA CA.AV.4.0x15BISAGRA;20000;64,20;1284000,00;12,00;1283988,00
10;26233;14/04/2005;13101;DISTABLASA;H.015.41.886;TORNILL.HOSPA C.A. ROSCA CORTA;10000;61,10;611000,00;10,00;610990,00
10;25996;4/04/2005;13101;DISTABLASA;H.017.42.178;TORNILLO HOSPA 5.0 X 80 mm.;10000;160,00;1600000,00;26,00;1599974,00
10;26233;14/04/2005;13101;DISTABLASA;H.017.42.178;TORNILLO HOSPA 5.0 X 80 mm.;10000;160,00;1600000,00;26,00;1599974,00
10;26097;7/04/2005;13101;DISTABLASA;H.045.01.704;TAPA PLASTICA CONF.7X50 BLANCA;1000;4,64;4640,00;0,70;4639,30
10;26058;6/04/2005;13101;DISTABLASA;H.045.04.009;TAPA PLASTICA PINO CONF. 5X50;2000;9,40;18800,00;1,60;18798,40
10;25996;4/04/2005;13101;DISTABLASA;H.045.23.010;TAPA AUTODHES PINO 14MM;4240;139,50;591463,04;22,90;591440,14
10;25996;4/04/2005;13101;DISTABLASA;H.045.23.700;CAPFIX AUTOADHESIVO BLANCO;5300;138,33;733149,00;19,61;733129,39
10;26097;7/04/2005;13101;DISTABLASA;H.045.23.700;CAPFIX AUTOADHESIVO BLANCO;5300;138,33;733149,00;19,61;733129,39
10;26373;21/04/2005;13101;DISTABLASA;H.262.09.350;PERNO MINIFIX EXPANS B34/8MM;50;2,14;106,93;0,35;106,58
10;26233;14/04/2005;13101;DISTABLASA;H.262.09.350;PERNO MINIFIX EXPANS B34/8MM;360;15,40;5542,99;2,48;5540,51
10;26373;21/04/2005;13101;DISTABLASA;H.262.26.237;CAJA MINIFIX 15 NATURAL 13MM;50;2,37;118,30;0,37;117,93
10;26058;6/04/2005;13101;DISTABLASA;H.264.37.098;CONFIRMAT GALVANIZADO 5X38 MM;2000;25,50;51000,00;4,20;50995,80
10;26097;7/04/2005;13101;DISTABLASA;H.264.37.196;CONFIRMAT GALVANIZADO 5X50MM;6000;83,22;499320,00;13,80;499306,20
10;25996;4/04/2005;13101;DISTABLASA;H.264.37.196;CONFIRMAT GALVANIZADO 5X50MM;20000;277,40;5548000,00;46,00;5547954,00
10;26058;6/04/2005;13101;DISTABLASA;H.264.37.196;CONFIRMAT GALVANIZADO 5X50MM;20000;277,40;5548000,00;46,00;5547954,00
10;26233;14/04/2005;13101;DISTABLASA;H.267.06.702;TORNILLO DE UNION BLANCO;1000;66,78;66780,00;10,30;66769,70
10;25996;4/04/2005;13101;DISTABLASA;H.282.12.405;SOPORTE ENTREPAÐO PL.TRAS 5MM;6000;112,20;673200,00;18,00;673182,00
10;26233;14/04/2005;13101;DISTABLASA;H.282.12.405;SOPORTE ENTREPAÐO PL.TRAS 5MM;6000;112,20;673200,00;18,00;673182,00
10;26233;14/04/2005;13101;DISTABLASA;H.311.00.501;BISAGRA SEMICODO ECONOMI  48/6;2500;439,83;1099562,50;70,50;1099492,00
10;25996;4/04/2005;13101;DISTABLASA;H.311.00.501;BISAGRA SEMICODO ECONOMI  48/6;3000;527,79;1583370,00;84,60;1583285,40
10;26373;21/04/2005;13101;DISTABLASA;H.311.00.501;BISAGRA SEMICODO ECONOMI  48/6;3000;527,79;1583370,00;84,60;1583285,40
10;25996;4/04/2005;13101;DISTABLASA;H.311.00.502;BISAGRA ACODADA ECONOMI 110/48;1500;273,15;409725,00;47,40;409677,60
10;26233;14/04/2005;13101;DISTABLASA;H.311.10.500;PLACA DE MONTAJE AC.ALT.AJUST.;2500;85,00;212500,00;14,25;212485,75
10;26373;21/04/2005;13101;DISTABLASA;H.311.10.500;PLACA DE MONTAJE AC.ALT.AJUST.;3000;102,00;306000,00;17,10;305982,90
10;25996;4/04/2005;13101;DISTABLASA;H.311.10.500;PLACA DE MONTAJE AC.ALT.AJUST.;4500;153,00;688500,00;25,65;688474,35
10;25992;4/04/2005;13101;DISTABLASA;H.316.32.600;BISAGRA RECTA 175º;100;120,12;12011,90;20,69;11991,21
10;26373;21/09/2005;13101;DISTABLASA;H.316.32.600;BISAGRA RECTA 175º;100;120,12;12011,90;20,69;11991,21
10;25992;4/09/2005;13101;DISTABLASA;H.316.50.504;PLACA MONTAJE 4mm=H.316.91.648;100;7,34;733,80;1,40;732,40
10;26373;21/09/2005;13101;DISTABLASA;H.316.50.504;PLACA MONTAJE 4mm=H.316.91.648;100;7,34;733,80;1,40;732,40
10;26373;21/09/2005;13101;DISTABLASA;H.356.21.420;TOPETRANSPARENTE;10000;184,20;1842000,00;28,00;1841972,00
10;26373;21/09/2005;13101;DISTABLASA;H.422.25.301;RIEL EXTENSION 300 MM;40;129,96;5198,56;22,21;5176,35
10;26233;14/09/2005;13101;DISTABLASA;H.422.58.950;SOFT ROLLER EXTENCION 50 CM;10;33,67;336,69;5,50;331,18
10;26233;14/09/2005;13101;DISTABLASA;H.423.08.146;SOFT ROLLER 25 REAS MARR. 45CM;100;76,07;7607,30;13,72;7593,58
10;25992;4/09/2005;13101;DISTABLASA;H.423.08.736;SOFT ROLLER 25 REAS BLAN. 35CM;100;63,96;6395,60;10,92;6384,68
10;26233;14/09/2005;13101;DISTABLASA;H.423.08.746;SOFT ROLLER 25 REAS BLAN. 45CM;300;227,39;68215,50;38,13;68177,37
10;26233;14/09/2005;13101;DISTABLASA;H.423.37.345;RIEL NEGRA 45CN=H.423.08.480;100;98,90;9890,10;11,05;9879,05
10;25992;4/09/2005;13101;DISTABLASA;H.556.68.847;ESTUCHE CAJ/BLANCO 45x390x485;5;128,67;643,34;19,96;623,38
10;25871;28/03/2005;13101;DISTABLASA;H.556.68.847;ESTUCHE CAJ/BLANCO 45x390x485;10;257,34;2573,37;39,92;2533,45
10;26233;14/09/2005;13101;DISTABLASA;H.637.45.326;GRADUADOR ZOCALO NEGRO 100 mm.;600;163,25;97948,80;27,90;97920,90
10;25992;4/09/2005;13101;DISTABLASA;H.637.45.326;GRADUADOR ZOCALO NEGRO 100 mm.;1000;272,08;272080,00;46,50;272033,50
10;25895;29/03/2005;13101;DISTABLASA;JA708122FHA;FIBRAKOR FAN.HAYA  D/B -A- 12;5;136,43;682,15;22,42;659,73
10;26156;11/09/2005;13101;DISTABLASA;JA708122FHA;FIBRAKOR FAN.HAYA  D/B -A- 12;10;277,69;2776,89;44,83;2732,06
10;25895;29/03/2005;13101;DISTABLASA;JA708122FSA;FIBRAKOR FAN.SAPELL D/B -A- 12;15;407,51;6112,67;67,25;6045,43
10;26156;11/09/2005;13101;DISTABLASA;JA708151FBN;FIBRAKOR FANT. NORD D/D -A- 15;10;333,56;3335,65;50,42;3285,23
10;25895;29/03/2005;13101;DISTABLASA;JA708152FHA;FIBRAKOR FAN.HAYA  D/B -A-;5;155,46;777,28;25,44;751,84
10;26156;11/09/2005;13101;DISTABLASA;JA708152FHA;FIBRAKOR FAN.HAYA  D/B -A-;10;315,74;3157,42;50,88;3106,54
10;25895;29/03/2005;13101;DISTABLASA;JA708152FSA;FIBRAKOR FAN.SAPELLI  D/B -A-;15;464,59;6968,86;76,32;6892,54
10;26419;22/09/2005;13101;DISTABLASA;JA708154FB/;FIBRAKOR FANTA. BALANCE B/ -A-;10;257,01;2570,08;42,62;2527,46
10;26245;14/09/2005;13101;DISTABLASA;JA708154FB/;FIBRAKOR FANTA. BALANCE B/ -A-;15;385,51;5782,68;63,93;5718,75
10;26030;5/09/2005;13101;DISTABLASA;JA708154FB/;FIBRAKOR FANTA. BALANCE B/ -A-;30;771,02;23130,70;127,86;23002,84
10;26108;7/09/2005;13101;DISTABLASA;JA708154FB/;FIBRAKOR FANTA. BALANCE B/ -A-;40;1028,03;41121,25;170,48;40950,77
10;26029;5/09/2005;13101;DISTABLASA;JA708155FBB;FIBRAKOR FAN.BALANCE B/B -A-;2;56,11;112,22;9,11;103,12
10;26030;5/09/2005;13101;DISTABLASA;JA708155FBB;FIBRAKOR FAN.BALANCE B/B -A-;10;280,56;2805,57;45,53;2760,04
10;26245;14/09/2005;13101;DISTABLASA;JA708155FBB;FIBRAKOR FAN.BALANCE B/B -A-;10;280,56;2805,57;45,53;2760,04
10;26419;22/09/2005;13101;DISTABLASA;JA708155FBB;FIBRAKOR FAN.BALANCE B/B -A-;10;280,56;2805,57;45,53;2760,04
10;26156;11/09/2005;13101;DISTABLASA;JA708181FBN;FIBRAKOR FAN.B.NORD D/D -A- 18;30;1101,09;33032,58;188,43;32844,15
10;26029;5/09/2005;13101;DISTABLASA;JA708184FB/;FIBRAKOR FAN. BALANC B/ -A- 18;4;120,48;481,91;20,42;461,49
10;26030;5/09/2005;13101;DISTABLASA;JA708184FB/;FIBRAKOR FAN. BALANC B/ -A- 18;60;1807,15;108429,01;306,24;108122,77
10;26030;5/09/2005;13101;DISTABLASA;JA708185FBB;FIBRAKOR FAN BALANCE B/B 18-A-;10;324,74;3247,41;53,97;3193,44
10;26245;14/09/2005;13101;DISTABLASA;JA708185FBB;FIBRAKOR FAN BALANCE B/B 18-A-;10;324,74;3247,41;53,97;3193,44
10;25997;4/09/2005;13101;DISTABLASA;KA708061FGN;NOVOKOR FAN. GRANIT D/D -A- 06;9;150,59;1355,31;68,92;1286,39
10;26382;21/09/2005;13101;DISTABLASA;KA708063FAB;NOVOKOR FAN. ABEDUL D/ -A- 06;3;35,37;106,11;17,24;88,87
10;26247;14/09/2005;13101;DISTABLASA;KA708063FAB;NOVOKOR FAN. ABEDUL D/ -A- 06;7;82,53;577,71;40,24;537,47
10;25995;4/09/2005;13101;DISTABLASA;KA708063FAB;NOVOKOR FAN. ABEDUL D/ -A- 06;10;117,90;1179,00;57,48;1121,52
10;25997;4/09/2005;13101;DISTABLASA;KA708063FAZ;NOVOKOR FAN. AZUL D/ -A- 06;5;59,57;297,86;28,74;269,12
10;26382;21/09/2005;13101;DISTABLASA;KA708063FCY;NOVOKOR F.CHERRY D/ -A- 06;3;35,37;106,11;17,24;88,87
10;26415;22/04/2005;13101;DISTABLASA;KA708063FCY;NOVOKOR F.CHERRY D/ -A- 06;5;58,95;294,75;28,74;266,01
10;26247;14/04/2005;13101;DISTABLASA;KA708063FCY;NOVOKOR F.CHERRY D/ -A- 06;7;82,53;577,71;40,24;537,47
10;25995;4/04/2005;13101;DISTABLASA;KA708063FCY;NOVOKOR F.CHERRY D/ -A- 06;10;117,90;1179,00;57,48;1121,52
10;26160;11/04/2005;13101;DISTABLASA;KA708063FGN;NOVOKOR FAN. GRANITO D/ -A- 06;5;74,63;373,17;28,74;344,43
10;26385;21/04/2005;13101;DISTABLASA;KA708063FGN;NOVOKOR FAN. GRANITO D/ -A- 06;15;177,00;2655,01;86,22;2568,79
10;26000;4/04/2005;13101;DISTABLASA;KA708063FPR;NOVOKOR F.PALO ROSA D/ -A- 06;15;176,85;2652,74;86,22;2566,52
10;26247;14/04/2005;13101;DISTABLASA;KA708063FPR;NOVOKOR F.PALO ROSA D/ -A- 06;7;82,53;577,71;40,24;537,47
10;26005;4/04/2005;13101;DISTABLASA;KA708063FPR;NOVOKOR F.PALO ROSA D/ -A- 06;10;117,90;1179,00;57,48;1121,52
10;26299;18/04/2005;13101;DISTABLASA;KA708063FPR;NOVOKOR F.PALO ROSA D/ -A- 06;10;117,90;1179,00;57,48;1121,52
10;26000;4/04/2005;13101;DISTABLASA;KA708063FPR;NOVOKOR F.PALO ROSA D/ -A- 06;15;176,85;2652,74;86,22;2566,52
10;26385;21/04/2005;13101;DISTABLASA;KA708064FB/;NOVOKOR FAN. BALANCE B/ -A- 06;147;1355,75;199294,62;639,16;198655,46
10;26060;6/04/2005;13101;DISTABLASA;KA708065FBB;NOVOKOR FAN. BALANC B/B -A- 06;4;46,31;185,24;21,34;163,91
10;26002;4/04/2005;13101;DISTABLASA;KA708065FBB;NOVOKOR FAN. BALANC B/B -A- 06;96;1111,46;106699,71;512,06;106187,65
10;26415;22/04/2005;13101;DISTABLASA;KA708091FAB;NOVOKOR FAN.ABEDUL D/D -A- 09;5;92,57;462,83;40,46;422,37
10;26415;22/04/2005;13101;DISTABLASA;KA708091FCY;NOVOKOR FAN.CHERRY D/D -A- 09;5;92,57;462,83;40,46;422,37
10;25999;4/04/2005;13101;DISTABLASA;KA708091FHA;NOVOKOR FAN. HAYA D/D -A- 09;10;194,50;1944,98;80,92;1864,06
10;26416;22/04/2005;13101;DISTABLASA;KA708091FPR;NOVOK.FAN.PALO ROSA D/D -A- 09;3;55,54;166,62;24,28;142,34
10;26418;22/04/2005;13101;DISTABLASA;KA708091FPR;NOVOK.FAN.PALO ROSA D/D -A- 09;5;92,57;462,83;40,46;422,37
10;26060;6/04/2005;13101;DISTABLASA;KA708095FBB;NOVOKOR FAN. BALANC B/B -A- 09;30;401,36;12040,93;174,12;11866,81
10;26417;22/04/2005;13101;DISTABLASA;KA708125FBB;NOVOKOR FAN. BALANC B/B -A- 12;5;75,54;377,70;30,99;346,71
10;26247;14/04/2005;13101;DISTABLASA;KA708151FAB;NOVOKOR FAN. ABEDUL D/D -A- 15;5;109,87;549,35;45,33;504,02
10;26415;22/04/2005;13101;DISTABLASA;KA708151FAB;NOVOKOR FAN. ABEDUL D/D -A- 15;5;109,87;549,35;45,33;504,02
10;25995;4/04/2005;13101;DISTABLASA;KA708151FAB;NOVOKOR FAN. ABEDUL D/D -A- 15;11;241,72;2658,87;99,73;2559,14
10;26417;22/04/2005;13101;DISTABLASA;KA708151FAZ;NOVOKOR FAN. AZUL D/D -A- 15;2;44,45;88,89;18,13;70,76
10;26000;4/04/2005;13101;DISTABLASA;KA708151FCH;NOVOKOR FAN. CHAMPA D/D -A- 15;5;98,79;493,93;42,53;451,40
10;26000;4/04/2005;13101;DISTABLASA;KA708151FCH;NOVOKOR FAN. CHAMPA D/D -A- 15;5;98,79;493,93;42,53;451,40
10;26005;4/04/2005;13101;DISTABLASA;KA708151FCH;NOVOKOR FAN. CHAMPA D/D -A- 15;5;98,79;493,93;42,53;451,40
10;26415;22/04/2005;13101;DISTABLASA;KA708151FCY;NOVOKOR F.CHERRY  D/D -A- 15;5;109,87;549,35;45,33;504,02
10;25995;4/04/2005;13101;DISTABLASA;KA708151FCY;NOVOKOR F.CHERRY  D/D -A- 15;16;351,59;5625,38;145,06;5480,33
10;26417;22/04/2005;13101;DISTABLASA;KA708151FHA;NOVOKOR FAN. HAYA D/D -A- 15;10;229,11;2291,08;90,66;2200,42
10;26385;21/04/2005;13101;DISTABLASA;KA708151FHA;NOVOKOR FAN. HAYA D/D -A- 15;20;458,22;9164,31;181,32;8982,99
10;26385;21/04/2005;13101;DISTABLASA;KA708151FHC;NOVOKOR FAN. HAYA CATEDRAL;5;132,18;660,92;45,33;615,59
10;26418;22/04/2005;13101;DISTABLASA;KA708151FHC;NOVOKOR FAN. HAYA CATEDRAL;5;114,38;571,92;45,33;526,59
10;26000;4/04/2005;13101;DISTABLASA;KA708151FMA;NOVOKOR FAN. MAPLE D/D -A- 15;10;219,18;2191,77;90,66;2101,11
10;26417;22/04/2005;13101;DISTABLASA;KA708151FMA;NOVOKOR FAN. MAPLE D/D -A- 15;5;109,59;547,94;45,33;502,61
10;26000;4/04/2005;13101;DISTABLASA;KA708151FMA;NOVOKOR FAN. MAPLE D/D -A- 15;10;219,18;2191,77;90,66;2101,11
10;26005;4/04/2005;13101;DISTABLASA;KA708151FMA;NOVOKOR FAN. MAPLE D/D -A- 15;10;219,18;2191,77;90,66;2101,11
10;26107;7/04/2005;13101;DISTABLASA;KA708151FNN;NOVOKOR FAN. NOGALN D/D -A- 15;10;224,59;2245,90;90,66;2155,24
