Zona;Factura;Fecha;Cod;Cliente;Código;Producto;Cant;Costo unitario;Valor bruto;Descuento;Valor a pagar
10;25913;6/04/2016;11102;ALVAREZ BARBA S.A.;0104020041;FILO BLAN. MARQ. PVC 22mm;1250;78,90;98625,00;13,75;98611,25
10;25913;30/03/2016;11102;ALVAREZ BARBA S.A.;0104020041;FILO BLAN. MARQ. PVC 22mm;1250;78,90;98625,00;13,75;98611,25
10;25540;31/03/2016;11102;ALVAREZ BARBA S.A.;0104020079;FILO GRIS PVC 22 mm/ 2mm.;300;53,51;16052,40;8,16;16044,24
10;26332;20/04/2016;11102;ALVAREZ BARBA S.A.;0104020082;FILO MAPLE PVC 22 mm/0.45mm.;1200;106,07;127281,60;15,60;127266,00
10;26313;19/04/2016;11102;ALVAREZ BARBA S.A.;0801010001;PISO NOVOPARQUET MAHAGONY;17;309,92;5268,65;53,74;5214,92
10;26309;19/04/2016;11102;ALVAREZ BARBA S.A.;0801010002;PISO NOVOPARQUET BEECH;17;305,87;5199,80;53,74;5146,06
10;26309;19/04/2016;11102;ALVAREZ BARBA S.A.;0801010002;PISO NOVOPARQUET BEECH;17;305,87;5199,80;53,74;5146,06
10;26318;19/04/2016;11102;ALVAREZ BARBA S.A.;0801010003;PROTECTOR UNDERLAY PCV;34;41,00;1394,07;9,52;1384,55
10;26313;19/04/2016;11102;ALVAREZ BARBA S.A.;0801010004;BARREDERA 19 MM MAHAGONY;10;239,96;2399,65;14,89;2384,76
10;26309;19/05/2016;11102;ALVAREZ BARBA S.A.;0801010007;BARREDERA 19MM BEECH;13;57,13;742,71;14,89;727,83
10;26309;19/05/2016;11102;ALVAREZ BARBA S.A.;0801010007;BARREDERA 19MM BEECH;13;57,13;742,71;14,89;727,83
10;26435;25/05/2016;11102;ALVAREZ BARBA S.A.;0801010028;PISO NOVOPARQUET BOCHE LUCCA;1;57,13;57,13;3,33;53,80
10;26214;14/05/2016;11102;ALVAREZ BARBA S.A.;FA708063FBF;NOVOFOIL F.BLANCO FINO;20;187,62;3752,48;98,04;3654,44
10;25938;31/03/2016;11102;ALVAREZ BARBA S.A.;FA708063FCE;NOVOFOIL FAN. CEREZO D/ -A- 06;10;110,95;1109,47;44,78;1064,69
10;26215;14/05/2016;11102;ALVAREZ BARBA S.A.;FA708063FHA;NOVOFOIL FAN. HAYA D/ -A- 06;4;44,67;178,68;21,70;156,98
10;24818;1/05/2016;11102;ALVAREZ BARBA S.A.;FA708063FSA;NOVOFOIL FAN. SAPELL D/ -A- 06;62;763,76;47353,39;336,41;47016,98
10;25981;4/05/2016;11102;ALVAREZ BARBA S.A.;FA708063FSA;NOVOFOIL FAN. SAPELL D/ -A- 06;20;246,38;4927,51;108,52;4818,99
10;25902;30/03/2016;11102;ALVAREZ BARBA S.A.;FA708151FBF;NOVOFOIL F.BLANCO FINO;25;428,92;10722,90;185,00;10537,90
10;26214;14/05/2016;11102;ALVAREZ BARBA S.A.;FA708151FBF;NOVOFOIL F.BLANCO FINO;100;1715,66;171566,40;740,00;170826,40
10;26214;14/05/2016;11102;ALVAREZ BARBA S.A.;FA708153FBF;NOVOFOIL F.BLANCO FINO;20;292,87;5857,32;127,20;5730,12
10;26336;25/05/2016;11102;ALVAREZ BARBA S.A.;FDA708102KO;FIBROPANEL -BC- 10MM CAOBA;3;108,15;324,45;15,30;309,15
10;26336;20/05/2016;11102;ALVAREZ BARBA S.A.;FDA708102KO;FIBROPANEL -BC- 10MM CAOBA;17;612,85;10418,42;86,72;10331,70
10;26336;20/05/2016;11102;ALVAREZ BARBA S.A.;FDA708102SA;FIBROPANEL -BC- 10MM SAPELLI;15;524,53;7868,00;74,43;7793,57
10;26336;20/05/2016;11102;ALVAREZ BARBA S.A.;FDA708132KO;FIBROPANEL -BC- 13MM CAOBA;15;599,73;8995,92;84,41;8911,52
10;26336;20/05/2016;11102;ALVAREZ BARBA S.A.;FDA708132SA;FIBROPANEL -BC- 13MM SAPELLI;15;583,51;8752,70;82,34;8670,37
10;26336;20/05/2016;11102;ALVAREZ BARBA S.A.;FDA708162KO;FIBROPANEL -BC- 16MM CAOBA;15;656,81;9852,11;92,18;9759,94
10;26336;20/05/2016;11102;ALVAREZ BARBA S.A.;FDA708162SA;FIBROPANEL -BC- 16MM SAPELLI;15;640,59;9608,90;90,09;9518,81
10;25916;30/03/2016;11102;ALVAREZ BARBA S.A.;GA708033FNE;FIBRAFOIL FAN. NEGRO D/ -A- 03;10;104,09;1040,87;23,00;1017,87
10;25931;31/03/2016;11102;ALVAREZ BARBA S.A.;H.015.31.639;TORNILLO HOSPA 3.5 X 15  MM;2000;5,32;10640,00;1,00;10639,00
10;25913;30/03/2016;11102;ALVAREZ BARBA S.A.;H.015.31.639;TORNILLO HOSPA 3.5 X 15  MM;3000;7,98;23940,00;1,50;23938,50
10;25913;30/03/2016;11102;ALVAREZ BARBA S.A.;H.267.06.103;TORNILLO CUELLO MARRON 36-45MM;1000;71,43;71430,00;10,90;71419,10
10;25913;30/03/2016;11102;ALVAREZ BARBA S.A.;H.267.06.702;TORNILLO DE UNION BLANCO;1000;66,78;66780,00;10,30;66769,70
10;25913;30/03/2016;11102;ALVAREZ BARBA S.A.;H.311.00.500;BISAGRA RECTA ECONOMICA 110/40;500;86,94;43470,00;13,60;43456,40
10;25931;31/03/2016;11102;ALVAREZ BARBA S.A.;H.311.00.501;BISAGRA SEMICODO ECONOMI  48/6;500;87,97;43982,50;14,10;43968,40
10;25913;30/03/2016;11102;ALVAREZ BARBA S.A.;H.311.10.512;PLACA MONTAJE BISAGRA ECONOMIC;500;26,29;13142,50;4,35;13138,15
10;25931;31/03/2016;11102;ALVAREZ BARBA S.A.;H.311.10.512;PLACA MONTAJE BISAGRA ECONOMIC;500;26,29;13142,50;4,35;13138,15
10;26215;14/05/2016;11102;ALVAREZ BARBA S.A.;JA708151FHA;FIBRAKOR FAN. HAYA D/D -A- 15;1;34,61;34,61;5,40;29,21
10;26215;14/05/2016;11102;ALVAREZ BARBA S.A.;JA708153FHA;FIBRAKOR FAN. HAYA D/ -A- 15;5;143,68;718,41;23,91;694,50
10;26263;15/05/2016;11102;ALVAREZ BARBA S.A.;JA708155FBB;FIBRAKOR FAN.BALANCE B/B -A-;20;561,11;11222,27;91,06;11131,21
10;26215;14/05/2016;11102;ALVAREZ BARBA S.A.;JA708181FHA;FIBRAKOR FANT. HAYA D/D -A- 18;2;77,09;154,18;12,56;141,62
10;26237;14/05/2016;11102;ALVAREZ BARBA S.A.;KA708063FGR;NOVOKOR FAN. GRIS D/ -A- 06;1;10,16;10,16;5,56;4,60
10;26164;12/05/2016;11102;ALVAREZ BARBA S.A.;KA708063FHA;NOVOKOR FAN. HAYA D/ -A- 06;5;76,92;384,62;28,74;355,88
10;26271;15/05/2016;11102;ALVAREZ BARBA S.A.;KA708063FHA;NOVOKOR FAN. HAYA D/ -A- 06;5;61,29;306,46;28,74;277,72
10;26163;12/05/2016;11102;ALVAREZ BARBA S.A.;KA708063FHA;NOVOKOR FAN. HAYA D/ -A- 06;20;245,17;4903,31;114,96;4788,35
10;26270;15/05/2016;11102;ALVAREZ BARBA S.A.;KA708063FHA;NOVOKOR FAN. HAYA D/ -A- 06;20;307,70;6153,99;114,96;6039,03
10;26263;15/05/2016;11102;ALVAREZ BARBA S.A.;KA708063FSA;NOVOKOR FAN. SAPELLY D/ -A- 06;20;242,80;4855,92;114,96;4740,96
10;26262;15/05/2016;11102;ALVAREZ BARBA S.A.;KA708091FNE;NOVOKOR FAN. NEGRO D/D -A- 09;1;15,20;15,20;7,45;7,75
10;26291;18/05/2016;11102;ALVAREZ BARBA S.A.;KA708093FHA;NOVOKOR FAN. HAYA D/ -A- 09;20;281,19;5623,77;124,52;5499,25
10;26055;6/05/2016;11102;ALVAREZ BARBA S.A.;KA708093FHA;NOVOKOR FAN. HAYA D/ -A- 09;40;562,38;22495,07;249,04;22246,03
10;26055;6/05/2016;11102;ALVAREZ BARBA S.A.;KA708093FSA;NOVOKOR FAN. SAPELLY D/ -A- 09;10;139,41;1394,10;62,26;1331,84
10;25973;1/05/2016;11102;ALVAREZ BARBA S.A.;KA708151FCH;NOVOKOR FAN. CHAMPA D/D -A- 15;1;19,76;19,76;8,51;11,25
10;26215;14/05/2016;11102;ALVAREZ BARBA S.A.;KA708151FCH;NOVOKOR FAN. CHAMPA D/D -A- 15;2;39,51;79,03;17,01;62,02
10;26056;6/05/2016;11102;ALVAREZ BARBA S.A.;KA708151FGR;NOVOKOR FAN. GRIS D/D -A- 15;15;280,86;4212,87;127,59;4085,28
10;26323;19/05/2016;11102;ALVAREZ BARBA S.A.;KA708151FGR;NOVOKOR FAN. GRIS D/D -A- 15;15;280,86;4212,87;127,59;4085,28
10;25916;30/03/2016;11102;ALVAREZ BARBA S.A.;KA708151FGT;NOVOKOR FAN. GRAFIT D/D -A- 15;8;183,65;1469,18;72,53;1396,65
10;26162;12/05/2016;11102;ALVAREZ BARBA S.A.;KA708151FGT;NOVOKOR FAN. GRAFIT D/D -A- 15;20;542,09;10841,87;181,32;10660,55
10;26215;14/05/2016;11102;ALVAREZ BARBA S.A.;KA708151FHA;NOVOKOR FAN. HAYA D/D -A- 15;2;54,12;108,24;18,13;90,11
10;26055;6/05/2016;11102;ALVAREZ BARBA S.A.;KA708151FHA;NOVOKOR FAN. HAYA D/D -A- 15;10;229,11;2291,08;90,66;2200,42
10;26215;14/05/2016;11102;ALVAREZ BARBA S.A.;KA708151FHA;NOVOKOR FAN. HAYA D/D -A- 15;16;366,57;5865,16;145,06;5720,10
10;26333;20/05/2016;11102;ALVAREZ BARBA S.A.;KA708151FMA;NOVOKOR FAN. MAPLE D/D -A- 15;25;547,94;13698,59;226,65;13471,94
10;26337;20/05/2016;11102;ALVAREZ BARBA S.A.;KA708151FNE;NOVOKOR FAN. NEGRO D/D -A- 15;13;242,59;3153,67;110,58;3043,09
10;26055;6/05/2016;11102;ALVAREZ BARBA S.A.;KA708151FNE;NOVOKOR FAN. NEGRO D/D -A- 15;15;279,91;4198,67;127,59;4071,08
10;25935;31/03/2016;11102;ALVAREZ BARBA S.A.;KA708151FSA;NOVOKOR FAN. SAPELL D/D -A- 15;20;453,48;9069,54;181,32;8888,22
10;26292;18/05/2016;11102;ALVAREZ BARBA S.A.;KA708152FMA;NOVOKOR FAN. MAPLE D/B -A- 15;40;775,15;31006,00;304,80;30701,20
10;26088;7/05/2016;11102;ALVAREZ BARBA S.A.;KA708153FMA;NOVOKOR FAN. MAPLE D/ -A- 15;30;510,72;15321,47;217,86;15103,61
10;26215;14/05/2016;11102;ALVAREZ BARBA S.A.;KA708153FNE;NOVOKOR FAN. NEGRO D/ -A- 15;2;30,79;61,58;14,07;47,51
10;26213;14/05/2016;11102;ALVAREZ BARBA S.A.;KA708154FB/;NOVOKOR FAN. BALANCE B/ -A- 15;40;579,39;23175,78;230,88;22944,90
10;26213;14/05/2016;11102;ALVAREZ BARBA S.A.;KA708155FBB;NOVOKOR FAN. BALANC B/B -A- 15;40;673,59;26943,62;270,32;26673,30
10;26292;18/05/2016;11102;ALVAREZ BARBA S.A.;KA708155FBB;NOVOKOR FAN. BALANC B/B -A- 15;40;673,59;26943,62;270,32;26673,30
10;26237;14/05/2016;11102;ALVAREZ BARBA S.A.;KA708191FGR;NOVOKOR FAN. GRIS D/D -A- 19;1;20,98;20,98;9,51;11,47
10;26261;15/05/2016;11102;ALVAREZ BARBA S.A.;KA708191FHA;NOVOKOR FAN. HAYA D/D -A- 19;1;25,17;25,17;10,06;15,10
10;26310;19/05/2016;11102;ALVAREZ BARBA S.A.;KA708191FHA;NOVOKOR FAN. HAYA D/D -A- 19;5;125,84;629,22;50,32;578,90
10;26031;5/05/2016;11102;ALVAREZ BARBA S.A.;KA708191FHA;NOVOKOR FAN. HAYA D/D -A- 19;15;377,53;5662,96;150,96;5512,00
10;26238;14/05/2016;11102;ALVAREZ BARBA S.A.;KA708191FNN;NOVOKOR FAN. NOGALN D/D -A- 19;1;24,72;24,72;10,06;14,65
10;26261;15/05/2016;11102;ALVAREZ BARBA S.A.;KA708191FSA;NOVOKOR FAN. SAPELL D/D -A- 19;1;24,93;24,93;10,06;14,87
10;26088;7/05/2016;11102;ALVAREZ BARBA S.A.;KA708193FMA;NOVOKOR FAN. MAPLE D/ -A- 19;25;482,04;12051,12;205,40;11845,72
10;26237;14/05/2016;11102;ALVAREZ BARBA S.A.;KA708251FGR;NOVOKOR FAN. GRIS D/D -A- 25;1;24,46;24,46;10,58;13,88
10;26055;6/05/2016;11102;ALVAREZ BARBA S.A.;KA708251FGR;NOVOKOR FAN. GRIS D/D -A- 25;10;244,60;2445,98;105,78;2340,20
10;26055;6/05/2016;11102;ALVAREZ BARBA S.A.;KA708251FHA;NOVOKOR FAN. HAYA D/D -A- 25;15;429,70;6445,51;162,99;6282,52
10;25939;31/03/2016;11102;ALVAREZ BARBA S.A.;KA708251FNN;NOVOKOR FAN. NOGALN D/D -A- 25;5;140,97;704,87;54,33;650,54
10;25901;30/03/2016;11102;ALVAREZ BARBA S.A.;KA708251FSA;NOVOKOR FAN. SAPELL D/D -A- 25;6;170,46;1022,75;65,20;957,56
10;26055;6/05/2016;11102;ALVAREZ BARBA S.A.;KA708251FSA;NOVOKOR FAN. SAPELL D/D -A- 25;10;284,10;2840,98;108,66;2732,32
10;26213;14/05/2016;11102;ALVAREZ BARBA S.A.;KA708253FNE;NOVOKOR FAN. NEGRO D/ -A- 25;5;105,66;528,28;45,26;483,02
10;26311;19/05/2016;11102;ALVAREZ BARBA S.A.;KA708253FNE;NOVOKOR FAN. NEGRO D/ -A- 25;25;528,28;13207,05;226,30;12980,75
10;25973;1/05/2016;11102;ALVAREZ BARBA S.A.;KB708181FHA;NOVOKOR FAN. HAYA  D/D -B- 18;2;50,00;100,00;40,26;59,74
10;26122;8/05/2016;11102;ALVAREZ BARBA S.A.;MAL60809;"MDF ""A"" 6X8X09 LIVIANO";20;256,40;5128,00;34,80;5093,20
10;26122;8/05/2016;11102;ALVAREZ BARBA S.A.;MAL60812;"MDF ""A"" 6X8X12 LIVIANO";20;315,06;6301,18;43,10;6258,08
10;26202;13/05/2016;11102;ALVAREZ BARBA S.A.;MAL60812;"MDF ""A"" 6X8X12 LIVIANO";32;504,09;16131,01;68,96;16062,05
10;26122;8/05/2016;11102;ALVAREZ BARBA S.A.;MAL60815;"MDF ""A"" 6X8X15 LIVIANO";20;390,00;7800,00;53,02;7746,98
10;26405;22/05/2016;11102;ALVAREZ BARBA S.A.;MAL60830;"MDF ""A"" 6X8X30 LIVIANO";10;373,12;3731,17;55,23;3675,94
10;26371;21/05/2016;11102;ALVAREZ BARBA S.A.;MAL60838;"MDF ""A"" 6X8X38 LIVIANO";17;796,84;13546,22;120,26;13425,97
10;26406;22/05/2016;11102;ALVAREZ BARBA S.A.;MAL70805;"MDF ""A"" 7X8X5.5 LIVIANO";36;336,27;12105,64;56,38;12049,26
10;26334;20/05/2016;11102;ALVAREZ BARBA S.A.;MAL70805;"MDF ""A"" 7X8X5.5 LIVIANO";87;812,65;70700,29;136,24;70564,05
10;26338;20/05/2016;11102;ALVAREZ BARBA S.A.;MAL70805;"MDF ""A"" 7X8X5.5 LIVIANO";87;812,65;70700,29;136,24;70564,05
10;26336;20/05/2016;11102;ALVAREZ BARBA S.A.;MAL70805;"MDF ""A"" 7X8X5.5 LIVIANO";99;924,74;91548,89;155,03;91393,85
10;26329;19/05/2016;11102;ALVAREZ BARBA S.A.;MAL70805;"MDF ""A"" 7X8X5.5 LIVIANO";100;934,08;93407,70;156,60;93251,10
10;26428;25/05/2016;11102;ALVAREZ BARBA S.A.;MAL70809;"MDF ""A"" 7X8X09 LIVIANO";20;285,35;5706,97;46,24;5660,73
10;26202;13/05/2016;11102;ALVAREZ BARBA S.A.;MAL70809;"MDF ""A"" 7X8X09 LIVIANO";145;2068,78;299972,51;335,24;299637,27
10;26428;25/05/2016;11102;ALVAREZ BARBA S.A.;MAL70812;"MDF ""A"" 7X8X12 LIVIANO";20;363,99;7279,77;58,78;7220,99
10;25986;4/05/2016;11102;ALVAREZ BARBA S.A.;MAL70812;"MDF ""A"" 7X8X12 LIVIANO";42;764,38;32103,78;123,44;31980,34
10;26334;20/05/2016;11102;ALVAREZ BARBA S.A.;MAL70812;"MDF ""A"" 7X8X12 LIVIANO";42;764,38;32103,78;123,44;31980,34
10;26236;14/05/2016;11102;ALVAREZ BARBA S.A.;MAL70812;"MDF ""A"" 7X8X12 LIVIANO";50;909,97;45498,55;146,95;45351,60
10;26173;12/05/2016;11102;ALVAREZ BARBA S.A.;MAL70812;"MDF ""A"" 7X8X12 LIVIANO";84;1528,75;128415,11;246,88;128168,23
10;26202;13/05/2016;11102;ALVAREZ BARBA S.A.;MAL70815;"MDF ""A"" 7X8X15 LIVIANO";7;154,03;1078,23;24,94;1053,29
10;26428;25/05/2016;11102;ALVAREZ BARBA S.A.;MAL70815;"MDF ""A"" 7X8X15 LIVIANO";10;220,05;2200,47;35,63;2164,84
10;25893;29/03/2016;11102;ALVAREZ BARBA S.A.;MAL70815;"MDF ""A"" 7X8X15 LIVIANO";34;748,16;25437,44;121,14;25316,30
10;26173;12/05/2016;11102;ALVAREZ BARBA S.A.;MAL70815;"MDF ""A"" 7X8X15 LIVIANO";34;748,16;25437,44;121,14;25316,30
10;26214;14/05/2016;11102;ALVAREZ BARBA S.A.;MAL70818;"MDF ""A"" 7X8X18 LIVIANO";1;26,42;26,42;4,27;22,15
10;25988;4/04/2016;11102;ALVAREZ BARBA S.A.;MAL70818;"MDF ""A"" 7X8X18 LIVIANO";28;739,85;20715,71;119,59;20596,12
10;26202;13/04/2016;11102;ALVAREZ BARBA S.A.;MAL70818;"MDF ""A"" 7X8X18 LIVIANO";84;2219,54;186441,39;358,76;186082,63
10;26173;12/04/2016;11102;ALVAREZ BARBA S.A.;MAL70825;"MDF ""A"" 7X8X25 LIVIANO";5;184,56;922,79;29,99;892,80
10;25916;30/03/2016;11102;ALVAREZ BARBA S.A.;MAL70825;"MDF ""A"" 7X8X25 LIVIANO";10;369,12;3691,16;59,98;3631,18
10;25934;31/03/2016;11102;ALVAREZ BARBA S.A.;NAL30809;"NOVOPLY ""A"" 3x08x09";10;29,31;293,11;23,40;269,71
10;25934;31/03/2016;11102;ALVAREZ BARBA S.A.;NAL40809;"NOVOPLY ""A"" 4x08x09";10;43,97;439,67;17,14;422,53
10;26336;20/04/2016;11102;ALVAREZ BARBA S.A.;NAL70804;"NOVOPLY ""A"" 7x08x04";10;44,53;445,35;16,98;428,37
10;26263;15/04/2016;11102;ALVAREZ BARBA S.A.;NAL70804;"NOVOPLY ""A"" 7x08x04";31;138,06;4279,79;52,64;4227,16
10;25938;31/03/2016;11102;ALVAREZ BARBA S.A.;NAL70806;"NOVOPLY ""A"" 7x08x06";20;110,53;2210,68;41,72;2168,96
10;25916;30/03/2016;11102;ALVAREZ BARBA S.A.;NAL70806;"NOVOPLY ""A"" 7x08x06";30;165,80;4974,02;62,58;4911,44
10;26263;15/04/2016;11102;ALVAREZ BARBA S.A.;NAL70806;"NOVOPLY ""A"" 7x08x06";40;221,07;8842,70;83,44;8759,26
10;25982;4/04/2016;11102;ALVAREZ BARBA S.A.;NAL70808;"NOVOPLY ""A"" 7x08x08";8;56,56;452,44;21,95;430,49
10;25983;4/04/2016;11102;ALVAREZ BARBA S.A.;NAL70808;"NOVOPLY ""A"" 7x08x08";12;84,83;1018,00;32,93;985,07
10;26336;20/04/2016;11102;ALVAREZ BARBA S.A.;NAL70809;"NOVOPLY ""A"" 7x08x09";5;36,64;183,20;13,72;169,48
10;26055;6/04/2016;11102;ALVAREZ BARBA S.A.;NAL70809;"NOVOPLY ""A"" 7x08x09";20;146,56;2931,14;54,88;2876,26
10;26336;20/04/2016;11102;ALVAREZ BARBA S.A.;NAL70812;"NOVOPLY ""A"" 7x08x12";5;45,41;227,03;16,50;210,53
10;26055;6/04/2016;11102;ALVAREZ BARBA S.A.;NAL70812;"NOVOPLY ""A"" 7x08x12";20;181,63;3632,54;66,00;3566,54
10;26337;20/04/2016;11102;ALVAREZ BARBA S.A.;NAL70815;"NOVOPLY ""A"" 7x08x15";15;162,26;2433,87;61,35;2372,52
10;26291;18/04/2016;11102;ALVAREZ BARBA S.A.;NAL70825;"NOVOPLY ""A"" 7x08x25";3;49,77;149,32;19,37;129,94
10;25939;31/03/2016;11102;ALVAREZ BARBA S.A.;NAL70825;"NOVOPLY ""A"" 7x08x25";10;165,91;1659,10;64,58;1594,52
10;25872;28/03/2016;11102;ALVAREZ BARBA S.A.;NAL70825;"NOVOPLY ""A"" 7x08x25";18;298,64;5375,48;116,24;5259,23
10;26270;15/04/2016;11102;ALVAREZ BARBA S.A.;NAL70825;"NOVOPLY ""A"" 7x08x25";22;365,00;8030,03;142,08;7887,96
10;26339;20/04/2016;11102;ALVAREZ BARBA S.A.;NAL70830;"NOVOPLY ""A"" 7x08x30";1;19,36;19,36;7,57;11,79
10;26335;20/04/2016;11102;ALVAREZ BARBA S.A.;NAL70830;"NOVOPLY ""A"" 7x08x30";5;96,81;484,04;37,86;446,18
10;25838;6/04/2016;11102;ALVAREZ BARBA S.A.;NAT70815;"NOVOPLY TROPICAL ""A"" 7X08X15";75;1383,03;103727,08;485,85;103241,23
10;25836;11/04/2016;11102;ALVAREZ BARBA S.A.;NAT70825;"NOVOPLY TROPICAL ""A"" 7X08X25";25;908,09;22702,24;264,90;22437,34
10;26324;19/04/2016;11102;ALVAREZ BARBA S.A.;NAT70825;"NOVOPLY TROPICAL ""A"" 7X08X25";1;28,83;28,83;10,60;18,23
10;26322;19/04/2016;11102;ALVAREZ BARBA S.A.;NAT70825;"NOVOPLY TROPICAL ""A"" 7X08X25";25;720,74;18018,48;264,90;17753,58
10;26080;7/04/2005;11102;ALVAREZ BARBA S.A.;NBL70804;"NOVOPLY ""B"" 7x08x04";10;44,53;445,35;23,77;421,58
10;26242;14/04/2005;11102;ALVAREZ BARBA S.A.;SERVIRCORTE;SERVICIOS DE CORTE;169;50,00;8450,00;0,00;8450,00
10;26168;12/04/2005;11102;ALVAREZ BARBA S.A.;VA708253FNE;TROP.KOR FAN. NEGRO D/ -A- 25;5;210,01;1050,05;57,84;992,21
10;26020;5/04/2005;11102;ALVAREZ BARBA S.A.;VA708253FNE;TROP.KOR FAN. NEGRO D/ -A- 25;6;200,62;1203,70;69,41;1134,29
10;26088;7/04/2005;11102;ALVAREZ BARBA S.A.;ZA708154FB/;FIBRAKOR RANUR.BALAN 'A' 15 B/;20;514,02;10280,31;98,88;10181,43
10;25900;30/03/2005;11102;ALVAREZ BARBA S.A.;ZA708183FMA;FIBRA.RAN FAN. MAPLE D/ -A- 18;2;65,32;130,63;13,23;117,40
10;25899;30/03/2005;11102;ALVAREZ BARBA S.A.;ZA708183FMA;FIBRA.RAN FAN. MAPLE D/ -A- 18;29;947,09;27465,51;191,86;27273,65
10;26088;7/04/2005;11102;ALVAREZ BARBA S.A.;ZA708184FB/;FIBRA.RAN.BALAN 'A' 18 B/;24;722,86;17348,64;149,98;17198,67
10;25940;31/03/2005;11117;ALVAREZ CESAR;KR708191FGT;NOVOKOR FAN. GRAFIT D/D -R- 19;8;50,00;400,00;201,28;198,72
10;26240;14/04/2005;11392;ARDEFEC;0104020041;FILO BLAN. MARQ. PVC 22mm;500;31,56;15780,00;5,50;15774,50
10;26240;14/04/2005;11392;ARDEFEC;0104020058;FILO HAYA PVC 22 mm.;300;26,78;8035,20;3,90;8031,30
10;26239;14/04/2005;11392;ARDEFEC;H.015.31.826;TORN.HOSPA CA.AV.4.0x15BISAGRA;1000;3,21;3210,00;0,60;3209,40
10;26239;14/04/2005;11392;ARDEFEC;H.311.00.501;BISAGRA SEMICODO ECONOMI  48/6;500;87,97;43982,50;14,10;43968,40
10;26239;14/04/2005;11392;ARDEFEC;H.311.10.500;PLACA DE MONTAJE AC.ALT.AJUST.;500;17,00;8500,00;2,85;8497,15
10;26231;14/04/2005;11301;ATU ARTICULOS DE ACERO S.A.;0104020040;FILO NEGRO PVC 22mm;5100;296,82;1513782,00;56,10;1513725,90
10;26067;7/04/2005;11301;ATU ARTICULOS DE ACERO S.A.;0104020041;FILO BLAN. MARQ. PVC 22mm;1000;63,12;63120,00;11,00;63109,00
10;26193;12/04/2005;11301;ATU ARTICULOS DE ACERO S.A.;0104020041;FILO BLAN. MARQ. PVC 22mm;4000;252,48;1009920,00;44,00;1009876,00
10;26192;12/04/2005;11301;ATU ARTICULOS DE ACERO S.A.;0104020041;FILO BLAN. MARQ. PVC 22mm;6000;378,72;2272320,00;66,00;2272254,00
10;26194;12/04/2005;11301;ATU ARTICULOS DE ACERO S.A.;0104020070;FILO BLAN. MARQ. PVC 22mm/ 2mm;600;108,17;64900,80;16,32;64884,48
10;26283;15/04/2005;11301;ATU ARTICULOS DE ACERO S.A.;0104020070;FILO BLAN. MARQ. PVC 22mm/ 2mm;600;108,17;64900,80;16,32;64884,48
10;26367;21/04/2005;11301;ATU ARTICULOS DE ACERO S.A.;0104020093;FILO ALMENDRA PVC 22mm X 2 mm;150;78,11;11716,88;6,17;11710,71
10;26367;21/04/2005;11301;ATU ARTICULOS DE ACERO S.A.;0104020095;FILO MAPLE PVC 22 X 2 MM;150;38,71;5807,03;6,17;5800,86
10;26231;14/04/2005;11301;ATU ARTICULOS DE ACERO S.A.;H.012.15.635;TORNILLO VARIANTANIQ.3/16/,0MM;5000;38,70;193500,00;6,50;193493,50
10;26193;12/04/2005;11301;ATU ARTICULOS DE ACERO S.A.;H.012.15.715;TORNILLO VARIANTANIQ.5/10,5MM;1000;12,12;12120,00;1,60;12118,40
10;26283;15/04/2005;11301;ATU ARTICULOS DE ACERO S.A.;H.012.15.715;TORNILLO VARIANTANIQ.5/10,5MM;2996;36,31;108789,31;4,79;108784,52
10;26046;6/04/2005;11301;ATU ARTICULOS DE ACERO S.A.;H.012.15.715;TORNILLO VARIANTANIQ.5/10,5MM;5000;60,60;303000,00;8,00;302992,00
10;26193;12/04/2005;11301;ATU ARTICULOS DE ACERO S.A.;H.012.15.733;TORNILLO VARIANTANIQ.5/16,0MM;5000;51,30;256500,00;9,00;256491,00
10;26075;7/04/2005;11301;ATU ARTICULOS DE ACERO S.A.;H.015.31.577;TORNILLO HOSPA( H.015.41.573 );1000;3,66;3660,00;0,50;3659,50
10;26283;15/04/2005;11301;ATU ARTICULOS DE ACERO S.A.;H.015.31.577;TORNILLO HOSPA( H.015.41.573 );3000;10,98;32940,00;1,50;32938,50
10;26079;7/04/2005;11301;ATU ARTICULOS DE ACERO S.A.;H.015.31.577;TORNILLO HOSPA( H.015.41.573 );4000;14,64;58560,00;2,00;58558,00
10;26354;21/04/2005;11301;ATU ARTICULOS DE ACERO S.A.;H.015.31.826;TORN.HOSPA CA.AV.4.0x15BISAGRA;1000;3,21;3210,00;0,60;3209,40
10;26354;21/04/2005;11301;ATU ARTICULOS DE ACERO S.A.;H.015.31.826;TORN.HOSPA CA.AV.4.0x15BISAGRA;1000;3,21;3210,00;0,60;3209,40
10;26283;15/04/2005;11301;ATU ARTICULOS DE ACERO S.A.;H.015.41.886;TORNILL.HOSPA C.A. ROSCA CORTA;1000;6,11;6110,00;1,00;6109,00
10;26193;12/04/2005;11301;ATU ARTICULOS DE ACERO S.A.;H.015.41.886;TORNILL.HOSPA C.A. ROSCA CORTA;2000;12,22;24440,00;2,00;24438,00
10;26231;14/04/2005;11301;ATU ARTICULOS DE ACERO S.A.;H.015.41.886;TORNILL.HOSPA C.A. ROSCA CORTA;2000;12,22;24440,00;2,00;24438,00
